start,end,text
1933.92,1940.64,"list, tuple, sit and dictionary. Have a real life example for each one of them. Only then you,"
1941.68,1947.68,Ashish has asked. Okay. Have a real life example for each of them. Only then you can get the
1947.76,1954.4,"concepts clear. Okay. Ashish changeable means changeable means like in your Amazon cart,"
1954.4,1962.5600000000002,"like in your Amazon cart. Yeah. Like updated. Correct. Correct. It is like update, delete. Like you have"
1962.5600000000002,1970.72,"Amazon cart. Right. Now from that Amazon cart, you can add new cloths in the Amazon cart depending"
1970.72,1977.1200000000001,upon your and you can remove the cloths that are already in Amazon cart depending upon your
1977.12,1983.28,"need again. So like update, delete. Correct. Like that is it. You can update your Amazon cart."
1983.28,1989.9199999999998,You can delete some items from the on cart. So this is what made by changeable that it can be
1989.9199999999998,1997.12,changed depending upon our need. The element of the list can be updated depending upon our needs.
1997.12,2004.9599999999998,"The some of the elements can be deleted. Some of the elements can be added. At my point, Ashish,"
2005.68,2011.04,"now if you go to basic idea, what changeable basically means, mutable and changeable."
2013.2,2021.44,Yes. Okay. Okay. Now this is the basic syntax for list. Okay. How see this is a we use
2021.44,2028.48,square brackets. Square brackets is a basic syntax for list. Now you can store multiple elements of
2028.48,2037.52,"your choice. See in a variable in a variable by default, we store only one element, but in a"
2037.52,2044.64,"list, you can store multiple elements. See one, two, three, four, five, all of them. It is like an array."
2044.64,2052.4,"Guys, if you know what is the array, then it is quite similar to an array. Okay. Now we have stored"
2052.4,2058.88,"multiple elements inside a single variable that goes by the name of list. If I print it,"
2059.44,2068.08,"if I simply write print a, all of my elements will be accessed. Give it a minute. That will execute."
2072.08,2078.2400000000002,Okay. The code has executed now. So this is what basically a list is.
2078.9599999999996,2085.6,Here you can see we are storing multiple elements inside a container. What is the container?
2085.6,2090.8799999999997,"Just understand this square brackets as a container and inside the container, we have different"
2090.8799999999997,2096.7999999999997,"elements. One is an element, two is an element and now what we can do is see if I write here,"
2096.8,2114.6400000000003,"if I write here print, then type of e and run this. It is showed that it belongs to the class of"
2114.6400000000003,2121.6000000000004,"list containers. Correct. If I try to access the type, then it belongs to a type of list container."
2122.3199999999997,2129.44,"Now, as she was asking me, what is changeable? Now, see, I will change something. Yeah, a container is"
2129.44,2134.4,"like card. Amazon card, you can take any card of your example, which you can change at any point of"
2134.4,2140.16,"time. The elements can be changed at any point of time depending upon our needs. Now, as she was"
2140.16,2150.56,"asking me, how changeable? As she see, how I am changing? Okay. Okay. I have written a statement."
2151.12,2158.72,"Align of code. Now, focus here. Okay. Does someone here know what is indexing? Index."
2159.7599999999998,2165.12,Index starts from 0 or 1. Is there anyone who knows? Index starts from 0 or 1. 0.
2165.7599999999998,2171.2799999999997,Right. Good. Indexing starts from 0. Okay. Correct. A lot of people know already.
2171.2799999999997,2177.6,"If the people who do not know, I see that most of you guys know, but for the people who do not,"
2177.6,2186.16,just understand that indexing is a way to access the elements from any particular data and indexing
2186.16,2194.08,"starts from 0. See, for this, the index, for the first element, the index is 0, for 2, the index is"
2194.08,2200.48,"1 and then so on. This should be 2, this should be 3 and this should be 4. Okay. So, the indexing"
2200.56,2210.72,"always starts from 0. Now, if I write here, A 2, no, wait, wait, wait, wait, wait. If I only write this,"
2211.44,2219.44,"if I only write this, this is my entire list and if I am accessing the element at index 2,"
2219.44,2225.52,"this is how you access the element at index 2. Now, tell me what is index for this?"
2226.48,2230.32,Can you tell me what can be the index for this? What is the value for this? Sorry.
2230.96,2241.44,What this index? What will be the value?
2241.6,2261.76,"3. Everyone agrees with 3, right? Yeah. Okay. Yeah. I see a lot of responses. Okay. So, you're"
2261.76,2269.2000000000003,"correct. The value is 3, only if I run this. If I run this, see, we are able to phase the value of"
2269.4399999999996,2277.2,"3 by indexing because at 0th index, one was there, at first index 2 was there and at third index,"
2281.12,2290.96,"3 was there. Okay. 0, 1 and 2. Now, now I'll do one thing. Now, ask me one question. How changeable?"
2291.84,2300.8,"See, as is here, if I am changing the element at index 2, previously the element was 3, right?"
2300.8,2306.64,"Previously, what we gave? The element was 3. Now, I'm changing the value from 3 to 100."
2307.6,2313.92,"Now, I'm changing the value from 3 to 100. The index will be same, but the element value will be"
2313.92,2322.4,"changed. See, if I run this, right here, if I run this, right to visualize this. Now, the value was"
2322.4,2329.44,"there. See, what the previous value? Now, the value of 3 has been changed to 100. See, how the"
2329.44,2334.96,"list is getting changed? How the elements are getting changed? You can update, delete any value"
2334.96,2342.2400000000002,"depending upon your need. This is the way, this is the reason why I call list as an ordered and"
2342.24,2348.7999999999997,"mutable. Now, now again, now again, why ordered? Now, you have to get into an"
2348.7999999999997,2353.8399999999997,understanding by a small example. Why a list is called mutable and changeable? Did you got a
2353.8399999999997,2360.3999999999996,"basic idea? Other people, did you get a basic idea? Why you are calling list as mutable?"
2362.64,2368.64,"Yes, okay. Okay. Okay. From here, we can know that list is mutable or changeable. Now,"
2369.2,2373.3599999999997,let's quickly understand how am I calling list as an ordered collection of data.
2374.4,2381.52,"Every time, see, I have stored the elements 1, 2, 3 and 5, 4, 5 years, okay. Every time I run this,"
2382.4,2389.44,"every time I run this, you will get 1, 2, 3, 4, 5 and only. It will not be like 3, 2, 4, 1. It"
2389.44,2395.44,"will be not be like 5, 4, 1, 2. Every time, there will be CModels. See, if I run this 2, 3, 2,"
2395.44,2401.12,"times 3, times 4, times 5 times, every time my output will be CM, it will not change."
2402.0,2408.08,"So, this is what is meant by ordered. The order, the order of data is preserved inside list."
2408.7200000000003,2415.84,"In whatever order you are entering the elements, the output will be CM in the same order."
2415.84,2422.0,"The order will not change. That is what is meant by ordered collection of data. That means,"
2422.0,2428.08,"in whatever way you are entering the inputs, in the CM way, you will be getting the outputs."
2428.08,2433.92,"The order is, see, every time I run this, the order is not changing, okay. This is the basic"
2433.92,2441.92,"meaning of list. Okay. Now, let's just write a few more codes and list and see what are"
2442.4,2448.16,"further operations that we can perform in list. Okay. Now, let's just create a new variable"
2448.3999999999996,2455.12,"by the new response. Okay. Inside this is a list. Okay. Inside the list, we will store,"
2455.12,2470.56,"let's name some games, click it. Then we can have barb and then, good ball. Then you can say,"
2470.72,2480.7999999999997,"chess and one more game, let's give them a hop. Okay. Now, this is our list. This is our list."
2482.56,2488.72,"We'll execute this. We get an output. Okay. You can create any list of your choice. Guys,"
2488.72,2494.0,"side by side do one thing. Create any list of your choice. Now, simply, what I'll access is"
2494.0,2500.96,"some elements to show you guys again the use of indexing. If I write here, if I write here"
2502.08,2508.08,"four, tell me what will be the output now. Guys, if I write here four, what will be the output?"
2508.08,2515.28,You will think indexing. What can be the output for this? If I write here a sport and try to
2515.28,2523.76,"access the element at fourth index, I'm only saying hockey. What other people? Jelpa hockey too,"
2523.76,2530.48,"okay. Other people, I hope everyone agrees that the output will be hockey, right? Yeah,"
2530.48,2536.2400000000002,"Meita, Suri, good. The output will be hockey only because I'm trying to access the element at"
2536.2400000000002,2548.0,"index four. This is the way indexing works. Okay. Now, this is called as positive indexing."
2548.0,2555.04,"This is called as positive indexing. Okay. See, what I'll do is I'll give a good amount of time"
2555.04,2560.32,"for this because this is very, very important and from list only you will understand how tupper"
2560.32,2568.56,"works. Okay. Now, this is called as positive indexing. You can access any elements using positive"
2568.56,2574.64,"indexing from your list. Now, in the list only, in the list only, there is something called as,"
2575.3599999999997,2581.6,"okay, one thing, one thing, one thing more. If I write here is seven, no. If I write here,"
2581.6,2589.8399999999997,"plain sports and then if I write here seven, tell me. What will be the output? Now, if I write this,"
2590.56,2595.3599999999997,"the index is okay, but now tell me will be getting output or will be getting error."
2595.44,2607.44,"Think for a minute error, error, right? Why error? Why error? Anything can even give me a reason why"
2607.44,2614.56,"you will get an error? Any small reason? Three, three, four words reason. Why you will get an error?"
2615.44,2617.1200000000003,Yeah. Good. I wish. Good.
2617.92,2618.72,Good.
2620.88,2627.68,"List index out of range, correct? Because they are not eight elements in our list. They are only five"
2627.68,2634.7999999999997,"elements. Yeah, correct. Correct. There are only, categorize the correct. They are only, we have"
2634.7999999999997,2640.56,only specified five elements in the list and we are trying to access the each element. If there
2640.56,2645.92,"would have been eight elements, then it would be an okay. Unwork, good morning. You're a bit late"
2646.0,2653.36,"on over today. Okay. Nareesh, I'll tell you. Nareesh, okay, no issues. Unwork, try to focus on."
2653.36,2657.28,"Now we just started with list. Nareesh, I'll tell you just wait for a few minutes. Nareesh,"
2657.28,2661.92,"have some patience, have some patience. I'll tell every single thing in detail. Okay, I'm taking"
2661.92,2668.64,"with time-priced things. Okay. Now, this okay, but unworked no issues. Unworked no issues. We just"
2668.64,2674.08,"started with list. Now focus what is list exactly is. Remember, okay? We just started with list."
2674.48,2681.92,"Okay. Now, okay, Rajesh, you two very good morning to you. Rajesh, very good morning."
2682.96,2689.92,"Now, understand, if now I think you understood what positive indexing is. There is something called"
2689.92,2699.44,"as negative indexing to negative indexing. Now, and positive indexing, when I do starts from"
2700.16,2709.52,"starts from zero. Now, negative indexing starts from, right? Is there anyone who knows"
2710.32,2716.32,"negative indexing starts from which value? Negative indexing starts from other people,"
2717.6,2723.28,"minus one light, negative indexing starts from minus exactly correct."
2724.2400000000002,2731.6000000000004,"Now, you can access the elements of list using negative indexing to it is totally up to you,"
2731.6000000000004,2742.48,"which way you want to access. If I write here, print sports minus three. Tell me, what will be the"
2742.48,2755.12,"output? Let me let me bring it a bit here. Let me just click on this, bring it down so that"
2755.12,2758.16,"every single time, why is it all able to use analysis?"
2762.48,2769.92,"Thought we will be put ball, right? Put ball, the people do you guys agree that we put ball only,"
2772.48,2776.8,"the people I hope you guys agree. And how it is working? For example, who do not know what is"
2776.8,2783.44,"negative indexing? See, negative indexing starts from minus one. See positive indexing started from"
2783.44,2788.96,"here, right? Positive indexing started from here. Negative indexing starts from the last."
2789.68,2795.2,"From the last, it will be minus one, the very first index is minus one, then minus two, then"
2795.2,2802.16,"minus three, then minus four, then minus five and so on. So negative indexing starts from the"
2802.16,2810.8799999999997,"last. Now, you can write here from here from last and the first negative index is minus one."
2810.8799999999997,2817.6,"Guys, focus on this positive indexing start from the front and the very first positive index is"
2818.3199999999997,2823.68,positive indexing starts from zero and there is something called as negative indexing.
2824.72,2830.3199999999997,"Inside negative indexing, the process starts from the last of the last, from the end of the"
2830.3199999999997,2838.72,"list and negative indexing starts from minus one. Now, when I run this, when I run this,"
2839.44,2845.44,"my output is put ball, correct? Why is it quickly correct? Now quickly move on to the next line."
2846.4,2855.84,"If I write here, n is equal to, if I use length function here, it will tell me the entire length,"
2857.84,2869.2000000000003,"I write, print, n, that it will tell me the length of the list,"
2869.2,2875.9199999999996,simple length function is used to tell me the length of the list.
2878.56,2882.7999999999997,"Now, we will move on to the next line, simply simple length function."
2882.8,2901.28,"Now, inside list, a very important concept is going, we are going to learn that is slicing,"
2901.92,2908.2400000000002,"very, very important concept, very, very important, how to slice an index, how to slice an index."
2908.8799999999997,2917.52,"See, okay, there was someone who was asking, there was someone who was asking me regarding"
2917.52,2923.2,"updation and deletion. Yeah, narrations there, narrations there. Okay, narrations, for that,"
2923.2,2927.9199999999996,"narrations, for that we have something called as append function, yeah, you are asking,"
2927.9199999999996,2935.04,"right? We write it for you, okay, then we will start with slice, okay. We write it for you."
2935.84,2944.4,"Append function is used for adding an element, adding an element, that element will be added at"
2944.4,2950.96,"the end of the list, by default, it will be added at the end of the list. This is for adding an"
2950.96,2961.68,"element, then we have something called as pop, okay. Pop element is used to, pop is basically used"
2962.16,2970.48,"to remove an element, okay. And by default, the end, end element will be removed, okay."
2971.3599999999997,2984.3999999999996,"By default, we write it for you. By default, last element will be removed."
2984.3999999999996,2990.7999999999997,"And inside pop, you can give any index of a choice and that element can be removed, okay."
2990.8,2996.88,"By default, the last element gets removed and but you can specify any index and you can"
2996.88,3004.6400000000003,"remove that index value also. Okay, Akhand is asking me 15th line, Akhand, okay. Akhand Akhand Akhand"
3004.6400000000003,3009.76,"Akhand, you're asking me 15th line, Akhand 15th line is there is nothing. I just told you about"
3009.76,3015.52,length function. This is length function. What length function does it tell to the entire length
3016.0,3022.4,"of your list? See, understand there are five elements there, right. So this is nothing. This length"
3022.4,3028.32,"function tells you the length of your entire list, okay. Akhand, I just painted the length."
3030.24,3037.36,"Yeah, I'm already saying last element is removed first, correct? And we're using pop, the last"
3037.36,3043.36,"element is removed first by default, but it is correct. If you click correct, by default, it happens"
3043.92,3050.0,"but you can also specify the index value inside pop and that element will be removed, okay."
3050.96,3060.32,"We also have something called as removed. Okay, now what? Yeah, I'll give Ashish first,"
3060.32,3066.2400000000002,"I'm just telling the the functions name and the uses. I'll write the code for each one of them,"
3066.2400000000002,3072.48,"okay. Ashish, no need to worry. You know, I'll tell Jelpa Jelpa Jelpa Jelpa Jelpa Jelpa Jelpa Jelpa"
3073.2,3079.6,"first, let me tell the uses of all the function in, okay. Now remove, remove function, we have"
3079.6,3093.84,"something called as remove function and remove function is used to directly remove or delete any value,"
3094.48,3105.36,"delete any value, okay. This time not by indexing, but by its actual value, like if you want to remove"
3105.36,3110.32,"cricket, then you have to write remove cricket. You should not write remove one, remove CEO,"
3110.32,3116.32,"you should write remove cricket by its value, remove that this slide difference between pop and"
3116.32,3123.84,"remove, okay. This is the main difference between pop and remove, okay. Pop remove the values by"
3123.84,3132.1600000000003,"indexing, while remove will simply delete the element by its actual value, okay. This is the basic"
3132.1600000000003,3140.7200000000003,difference between remove and pop because you might confuse at times that using pop and remove
3141.2799999999997,3146.8799999999997,"the exact thing is getting run, but the main difference comes where the main difference comes"
3147.68,3154.24,"in pop, you use the indexing, you can use the indexing in pop while remove, while using remove,"
3154.24,3162.16,"you can directly remove the values, okay, by its value not by index, okay. Yeah, I wish yeah,"
3163.12,3168.56,"now yeah, I wish now let us understand by his small example,"
3171.68,3180.96,"I just give me a minute, give me a minute, I do not know why it is not saving automatically."
3192.7999999999997,3194.16,"Okay,"
3199.6,3207.04,"guys give me a minute, give me a minute, I think those values are not getting a little,"
3207.04,3209.44,"let me change it, guys give me change it."
3223.12,3224.64,"Okay, okay, give me a minute,"
3229.7599999999998,3231.7599999999998,okay.
3246.3199999999997,3250.0,"I hope my skin is visible to you guys, I hope my skin is visible now."
3252.8799999999997,3259.92,"Everyone, I hope you are able to see my skin, okay, meta, no, meta, now it should be visible, okay,"
3259.92,3267.68,"now it should be visible. There was a special regarding collab, that I was trying to fix, okay, see."
3268.7999999999997,3274.56,"Let us just understand the uses, not yet, not yet meta, are you not able to see my skin meta,"
3275.6,3280.8799999999997,"you should be able to, you should be able to see, meta kindly check once again, okay, yes,"
3282.16,3287.68,"so if someone asks you what is the basic difference between pop and remove,"
3287.68,3296.56,"we will simply say that pop function is used to remove the values by the index, by the index,"
3297.6,3305.52,"while the remove function is used to directly remove or delete any value by its actual value,"
3305.52,3314.72,"not by index, but by its actual value. Now let us quickly understand how you append some values,"
3314.72,3322.8,"first we will be doing the first, first, first function, okay, that is append, okay, now if I write,"
3323.52,3333.36,"write here, sports.append inside this, I'll write maybe a new sport name, let's just"
3333.44,3341.2000000000003,"name the name should be basketball, okay, and it means basketball, and now see, by default if I"
3341.2000000000003,3353.6,"run this, then sports, okay, if I'm running this, see, a new element is added and by default it gets"
3353.6,3361.6800000000003,"added at the end of the list, okay, by default it gets added at the end of the list, okay,"
3361.8399999999997,3370.0,"you guys getting understanding the user of it append function, the very first function that I told you,"
3370.0,3377.2,"append function is used for adding an element, and by default that element gets added at the end"
3377.2,3383.2799999999997,"of the list, see at the end of the list after hockey, the element got added at the basket wall, okay,"
3383.36,3391.84,"now, now what we can do is, here, now we'll learn about pop, okay, now let's then,"
3392.5600000000004,3406.1600000000003,"I hope you guys were able to understand what is append function, guys, okay, okay,"
3406.16,3413.12,"okay, got it,"
3423.7599999999998,3426.64,"now one more thing, one more thing, I want to add one more thing,"
3427.12,3440.48,"now first learn about pop now, if I write here sports dot pop, I just write this, I'm just writing"
3440.48,3452.0,"this and I print this sports, run this, see, by default using pop, the last element that was added,"
3452.0,3459.68,"that was basket ball, it got removed, by default, by default what happens, the last value get"
3459.68,3466.72,"removed, I told you right, pop is used to remove an element, and by default last element will be"
3466.72,3474.48,"removed, correct, the last element was what, basket ball, correct, this is a simple use of pop,"
3474.48,3479.2,"inside pop, you can give indexing also, now we'll get index, we'll give index also,"
3479.8399999999997,3487.68,"but understand that by default, the last values get removed, if you do not specify any index,"
3487.68,3495.4399999999996,"then the last value will be removed, okay, now we will specify some index and see how we can"
3495.4399999999996,3502.3999999999996,"specify indexing in pop, where I tell sports dot pop, and if I want to remove the badminton,"
3503.2000000000003,3514.2400000000002,"I'll write here one, and if I write here sports again, I run this, see, if able to visualize this,"
3515.52,3525.76,"this is where we use indexing, okay, I'll repeat again, I'll repeat again,"
3525.84,3534.0,"see, what happens, I hope you guys were able to understand, append, append function is used for"
3534.0,3539.2000000000003,"adding an element, and by default that elements get added at the end of the page, okay,"
3539.2000000000003,3544.32,"well, we were able to get good, good, for the people who are not getting a, I'm repeating again,"
3544.96,3552.5600000000004,"for by using pop function, pop function deletes an element, and by default that element is deleted"
3552.64,3558.0,"from the end of the list, you're able to see the last element was basket ball, and it got removed"
3558.0,3566.0,"from the list, and now inside pop, you can also use indexing also, you can delete the elements"
3566.0,3573.6,"by using their index, here I deleted the element at index one, at index one, what was the element"
3573.6,3581.52,"that was present, it was badminton, zero and one, so I removed the badminton element using indexing,"
3581.52,3587.12,"that too by using pop function, okay, are the people, are you guys are able to do it, getting it,"
3588.4,3592.8,"what is use of append and pop function, yes, are the people,"
3596.72,3601.44,"okay, okay, okay, okay, okay, I'm asking why are we not using spare bracket,"
3601.44,3607.68,"I'm an, we can directly, I'm an inside pop function, what happens, we can directly give the index"
3607.7599999999998,3613.8399999999997,"value, there is no need to use square brackets, because pop function understands that inside me,"
3613.8399999999997,3620.48,"you will only give indexes nothing else, okay, so we do not need to specify square brackets in pop,"
3622.16,3627.52,"if you will write, then it will give an error, if I write a sports.pop,"
3627.7599999999998,3635.6,"where write here, it might work, but I'll try again, write a sports,"
3638.56,3647.7599999999998,"see, by default it automatically knows, you do not need to override it, okay, you do not need to"
3647.84,3658.1600000000003,"override it, okay, getting my, yeah, correct, correct, normally you can do it by using index inside"
3658.1600000000003,3665.92,"pop, there is no need to use square brackets, now, so when I'm asking, yeah, yeah, yeah,"
3667.1200000000003,3673.6800000000003,"I'm an, for declaring a list, I'm an, for declaring a list, square brackets are compulsory,"
3674.16,3680.56,"this is a basic syntax for declaring a list, square brackets are compulsory,"
3681.9199999999996,3688.96,"now, Ashish is asking, no, Jalpa is asking, can we remove multiple values, okay, Jalpa, this is a"
3688.96,3694.0,"good question, if you want to remove multiple values, you can use a for loop, you can iterate over"
3694.0,3699.6,"all the element, and you can remove every element of your choice, now Ashish is asking,"
3699.6,3705.68,"said if we want to append at second position, okay, Ashish, for that we have a particular function,"
3705.68,3713.44,"which, okay, goes by the name of insert, we have insert also, okay, Ashish, understand what insert"
3713.44,3720.64,"does first, insert also is used for adding an element, insert is also used for adding an element,"
3721.44,3737.12,"but it can be any index, it can be any index of our choice, it can be any index of our choice,"
3737.12,3742.56,"understand, what is the basic difference between append function and insert function, okay,"
3742.56,3749.8399999999997,"append function is used for adding an element, but by default that element will be added at the end"
3749.84,3756.32,"of the list, okay, but insert function is also used for adding an element, but using insert function,"
3756.32,3763.92,"what you can do is, you can add the element at any index of your choice, at any place, if you"
3763.92,3769.92,"want to add the element, you can add it, it is not necessary that it will be added at the end,"
3770.48,3775.44,"you can add at any index of your choice, okay, we will see how to do it, okay, we are going to write"
3775.52,3783.44,"the code for it, okay, okay, okay, okay, okay, okay, okay, I hope I addressed your question,"
3783.44,3790.16,"sir, how can we add an element of the choice, okay, okay, okay, okay,"
3790.16,3795.36,"mother, her mccala is asking if duplicate values present, then which element will be removed,"
3795.36,3803.6,"okay, okay, good question, mother mccala, see, if you use remove, if you use remove, then"
3804.16,3809.68,"if there are 10 values that goes by the name of 100, and if you are removing 100, then all the"
3809.68,3815.68,"values will be removed, okay, remove function will remove all the values that are of the same value,"
3816.48,3826.24,"okay, mother mccala getting my point, okay, now, now we will use, we will understand how"
3827.04,3832.7999999999997,"insert function work, will the, I hope this was your question, will the, will the, I hope this"
3832.8,3839.2000000000003,"was your question, how we add and list at a desired index, yes, okay, now we will see how we do it,"
3839.2000000000003,3849.04,"how we actually do it, okay, I will simply write, but let me bring you a sports, okay, this is the"
3849.6000000000004,3855.84,"list that we have now, now what I will do is, I will write a sports dot insert,"
3856.48,3870.1600000000003,"inside this, maybe let us just give any sports name, anything what can we give,"
3872.48,3880.0,"let us just give the name of iSockey, we can give iSockey or anything, just, just, just,"
3880.08,3886.96,"just, just, just, just, just, just, just, just, just, just, just, just, just, just, just, just, just, just,"
3889.12,3899.12,"okay, where on this and again print the list again, see, what is happening here is,"
3899.68,3907.2,"I am adding the element at index one, before football, cricket is zero index, and before football,"
3907.2799999999997,3912.56,"before it was football that, that was at the first index, now we have added,"
3912.56,3919.4399999999996,"carambuat at the first index, see, I have specified the index and I have added the value,"
3919.4399999999996,3925.6,"getting my point, this is how you can add any element at any index of a choice, inside the list,"
3925.6,3932.48,"okay, getting it, okay, other people, I hope you guys are able to get it, how we can add any"
3933.28,3939.92,"element at any index of a choice, guys, try to do it in your courts also, in your peaches also,"
3939.92,3946.64,"try to do it, Syruthan, Syruthan, okay, Syruthan, no, no, no, Syruthan, you can use"
3946.64,3952.16,"follow for the same, but if you want to use multiple values with insert only, then you have to use"
3952.16,3958.8,"insert multiple times, see, at one time you can specify only one index, okay, Syruthan, at one"
3959.04,3964.48,"time you can specify only one index, and one specific value, if you want to add multiple indexes,"
3964.48,3970.7200000000003,"it is tough to do it, okay, now, guys, let us quickly move on to slicing now, slicing is a very"
3970.7200000000003,3976.0800000000004,"big concept and very, very important, I do not want to miss that, okay, quickly move to slicing,"
3976.88,3982.8,"these were the basic functions, append, insert, then pop and remove, okay, now quickly move on"
3982.8,3987.84,"to slicing, if you do not want to use slicing, slicing is very, very important, a lot of people"
3988.6400000000003,3999.44,"confusion slicing, okay, see, let us quickly have our print or list first, this is all list,"
3999.44,4004.2400000000002,"which has six elements, okay, which is, no, no, five elements are there, right, five elements,"
4004.96,4012.48,"okay, now, with slicing what we do is, with slicing what we do is, we access few particular"
4012.48,4017.84,"elements from the list, we will access few particular elements from the list, okay,"
4019.44,4025.92,"sure, I usually say, okay, okay, okay, got it, got it, I used, okay, okay, now, understand what"
4025.92,4031.28,"slicing basically means, and I used your code is also cut cut cut, got it, I used your code is,"
4031.28,4037.68,"okay, now understand what slicing basically does, slicing basically, see, now, I use what is"
4037.7599999999998,4043.12,"happening in your code is, both the elements are getting added at the one and one index only, okay,"
4043.7599999999998,4050.56,"now, your code is correct, now understand slicing first, see, what, what we actually accomplish"
4050.56,4057.6,"using slicing is that, we can access few particular elements from the list, what we can actually"
